cluster	gene
cluster:133076	433801
cluster:133076	433804
cluster:133076	100041677
cluster:133076	667666
cluster:133076	433791
cluster:133076	100043034
cluster:133076	666532
cluster:133076	100503584
cluster:133076	112422
cluster:133078	307100
cluster:133078	810
cluster:133078	70405
cluster:133080	3107
cluster:133081	307547
cluster:133081	22694
cluster:133085	445329
cluster:133085	6818
cluster:133086	114769
cluster:133090	317409
cluster:133090	76976
cluster:133090	100360464
cluster:133090	76219
cluster:133100	665943
cluster:133100	100041354
cluster:133100	381654
cluster:133100	320549
cluster:133100	100041032
cluster:133100	100040885
cluster:133100	100041296
cluster:133100	100041102
cluster:133100	665802
cluster:133100	100041253
cluster:133100	100041179
cluster:133105	100039123
cluster:133105	102548897
cluster:133105	100503353
cluster:133105	13999
cluster:133109	317272
cluster:133109	245511
cluster:133110	102636701
cluster:133110	685501
cluster:133110	102636807
cluster:133110	546157
cluster:133112	436199
cluster:133112	194735
cluster:133112	298349
cluster:133112	367975
cluster:133121	100529082
cluster:133121	3134
cluster:133121	630294
cluster:133125	286961
cluster:133125	207151
cluster:133125	283238
cluster:133127	102552901
cluster:133127	501233
cluster:133127	689101
cluster:133137	667414
cluster:133137	498360
cluster:133143	65136
cluster:133143	20116
cluster:133143	6202
cluster:133152	680050
cluster:133152	227606
cluster:133152	387332
cluster:133162	241633
cluster:133162	79895
cluster:133162	311396
cluster:133163	100359642
cluster:133193	55199
cluster:133194	627009
cluster:133194	691150
cluster:133194	645425
cluster:133195	313373
cluster:133195	242546
cluster:133205	20556
cluster:133205	303380
cluster:133207	432995
cluster:133207	440335
cluster:133207	360478
cluster:133212	8290
cluster:133214	240041
cluster:133214	100362641
cluster:133217	685793
cluster:133217	664831
cluster:133217	664821
cluster:133217	75011
cluster:133217	292393
cluster:133217	635895
cluster:133218	244234
cluster:133218	680907
cluster:133221	102551539
cluster:133221	100125368
cluster:133221	100233208
cluster:133226	727837
cluster:133226	6757
cluster:133233	100504474
cluster:133233	686032
cluster:133234	685513
cluster:133234	100503710
cluster:133236	100506736
cluster:133236	20558
cluster:133236	20557
cluster:133237	319615
cluster:133237	73233
cluster:133239	100360496
cluster:133239	75514
cluster:133246	690559
cluster:133246	240038
cluster:133248	162968
cluster:133253	70081
cluster:133253	210853
cluster:133254	246100
cluster:133254	1485
cluster:133255	24747
cluster:133255	14991
cluster:133255	3135
cluster:133260	5544
cluster:133261	10485
cluster:133262	7576
cluster:133263	7592
cluster:133272	834
cluster:133272	12362
cluster:133272	25166
cluster:133273	2712
cluster:133273	14626
cluster:133273	289481
cluster:133275	14942
cluster:133275	14944
cluster:133275	14943
cluster:133275	266704
cluster:133275	14941
cluster:133275	2999
cluster:133281	54600
cluster:133281	301595
cluster:133281	54575
cluster:133281	394434
cluster:133281	394430
cluster:133281	54577
cluster:133281	54576
cluster:133282	57054
cluster:133290	691807
cluster:133290	100039078
cluster:133290	67704
cluster:133291	94025
cluster:133292	66050
cluster:133292	100910318
cluster:133294	102639227
cluster:133294	100360296
cluster:133295	73458
cluster:133295	688778
cluster:133296	75444
cluster:133302	90827
cluster:133339	26231
cluster:133339	234684
cluster:133339	502201
cluster:133341	102633782
cluster:133341	102548633
cluster:133341	102548076
cluster:133341	102551257
cluster:133341	102556463
cluster:133341	101055890
cluster:133341	102550397
cluster:133341	91664
cluster:133350	4589
cluster:133351	255057
cluster:133356	285596
cluster:133356	202134
cluster:133359	100554
cluster:133375	680441
cluster:133375	666790
cluster:133379	688948
cluster:133381	501042
cluster:133381	100912210
cluster:133381	629595
cluster:133389	498523
cluster:133390	497882
cluster:133394	100362684
cluster:133397	499057
cluster:133400	363817
cluster:133432	100360581
cluster:133432	100360169
cluster:133438	380654
cluster:133438	144535
cluster:133438	314740
cluster:133458	100361854
cluster:133465	100996746
cluster:133465	102723849
cluster:133474	390598
cluster:133479	102551659
cluster:133479	629242
cluster:133479	102551832
cluster:133479	102552117
cluster:133499	84968
cluster:133501	100359517
cluster:133514	290678
cluster:133526	653203
cluster:133526	101927859
cluster:133526	642643
cluster:133526	100996335
cluster:133526	100996415
cluster:133526	729461
cluster:133536	619309
cluster:133536	4584
cluster:133537	667350
cluster:133537	100862206
cluster:133537	53607
cluster:133547	544944
cluster:133549	1028
cluster:133550	24303
cluster:133550	1565
cluster:133551	2073
cluster:133551	301382
cluster:133551	22592
cluster:133552	319955
cluster:133552	2074
cluster:133552	306274
cluster:133553	3347
cluster:133554	3857
cluster:133555	24767
cluster:133555	6338
cluster:133555	20277
cluster:133556	20533
cluster:133556	6521
cluster:133556	24779
cluster:133557	3273
cluster:133558	1308
cluster:133559	1287
cluster:133559	12830
cluster:133560	18861
cluster:133560	5395
cluster:133561	502359
cluster:133561	3047
cluster:133562	5005
cluster:133563	125
cluster:133564	171352
cluster:133564	1551
cluster:133564	13113
cluster:133565	293989
cluster:133565	1557
cluster:133566	1559
cluster:133566	29277
cluster:133566	69888
cluster:133566	72303
cluster:133567	100361492
cluster:133567	499353
cluster:133567	1562
cluster:133567	72082
cluster:133568	337924
cluster:133568	13112
cluster:133568	1577
cluster:133568	13114
cluster:133568	53973
cluster:133568	25642
cluster:133568	100041375
cluster:133568	100910877
cluster:133569	6147
cluster:133569	499523
cluster:133570	6159
cluster:133571	6170
cluster:133571	25347
cluster:133571	67248
cluster:133572	66483
cluster:133572	81769
cluster:133572	6166
cluster:133573	6176
cluster:133573	140661
cluster:133574	67186
cluster:133574	6181
cluster:133575	100365839
cluster:133575	6189
cluster:133576	6192
cluster:133576	29426
cluster:133576	100362640
cluster:133576	20102
cluster:133577	287241
cluster:133577	405066
cluster:133578	18351
cluster:133578	287262
cluster:133579	258924
cluster:133579	287481
cluster:133580	287501
cluster:133580	259008
cluster:133581	404948
cluster:133581	288887
cluster:133581	288810
cluster:133581	283365
cluster:133581	257985
cluster:133581	258068
cluster:133582	258542
cluster:133582	288813
cluster:133583	288823
cluster:133584	288832
cluster:133584	258667
cluster:133585	259165
cluster:133585	288866
cluster:133586	288886
cluster:133586	258281
cluster:133587	258881
cluster:133587	289241
cluster:133588	289247
cluster:133588	258712
cluster:133589	269862
cluster:133589	292559
cluster:133590	257926
cluster:133590	293198
cluster:133591	259126
cluster:133591	293255
cluster:133592	293279
cluster:133592	293278
cluster:133592	259122
cluster:133592	259124
cluster:133593	293312
cluster:133594	293314
cluster:133594	196335
cluster:133594	257914
cluster:133594	405295
cluster:133595	257910
cluster:133595	390079
cluster:133595	258147
cluster:133595	293329
cluster:133595	293327
cluster:133596	293336
cluster:133596	244187
cluster:133596	120793
cluster:133597	293350
cluster:133597	258591
cluster:133598	258595
cluster:133598	293351
cluster:133599	100911839
cluster:133599	293373
cluster:133600	258361
cluster:133600	293392
cluster:133600	258304
cluster:133601	26496
cluster:133601	293424
cluster:133601	258303
cluster:133602	293431
cluster:133602	258730
cluster:133602	100363219
cluster:133602	258732
cluster:133602	258733
cluster:133603	293435
cluster:133603	405363
cluster:133604	258728
cluster:133604	293437
cluster:133605	259028
cluster:133605	293598
cluster:133606	258694
cluster:133606	293785
cluster:133606	390191
cluster:133607	258688
cluster:133607	293793
cluster:133608	295768
cluster:133608	390155
cluster:133609	295771
cluster:133609	258362
cluster:133610	295772
cluster:133610	258363
cluster:133610	390154
cluster:133611	295835
cluster:133612	295836
cluster:133612	405245
cluster:133613	258787
cluster:133613	295907
cluster:133614	296001
cluster:133614	258390
cluster:133614	404804
cluster:133615	296666
cluster:133615	296661
cluster:133615	258951
cluster:133616	296663
cluster:133616	258940
cluster:133617	405146
cluster:133617	100912374
cluster:133617	298042
cluster:133617	298044
cluster:133617	298046
cluster:133617	138804
cluster:133618	298468
cluster:133618	100910606
cluster:133619	298734
cluster:133619	100040268
cluster:133620	299596
cluster:133620	26659
cluster:133620	18357
cluster:133621	300202
cluster:133621	258449
cluster:133622	300395
cluster:133622	300407
cluster:133622	100911988
cluster:133623	300405
cluster:133623	300411
cluster:133623	258908
cluster:133623	390882
cluster:133624	100911547
cluster:133624	300425
cluster:133625	300538
cluster:133625	258415
cluster:133626	300548
cluster:133626	258333
cluster:133627	258802
cluster:133627	300549
cluster:133627	100910822
cluster:133628	300554
cluster:133628	100911888
cluster:133628	100910939
cluster:133629	258797
cluster:133629	300565
cluster:133630	300581
cluster:133630	100912340
cluster:133630	100912432
cluster:133630	100912388
cluster:133630	405314
cluster:133631	300584
cluster:133631	100910111
cluster:133632	100910227
cluster:133632	300589
cluster:133632	100910086
cluster:133632	100910153
cluster:133632	100910548
cluster:133632	100909958
cluster:133632	100909937
cluster:133632	100910363
cluster:133633	18343
cluster:133633	300603
cluster:133634	300621
cluster:133634	405980
cluster:133635	258607
cluster:133635	300625
cluster:133635	367067
cluster:133636	302087
cluster:133636	100911958
cluster:133636	100910744
cluster:133637	258385
cluster:133637	302824
cluster:133638	363710
cluster:133638	363546
cluster:133638	100912159
cluster:133638	405150
cluster:133638	287080
cluster:133638	287000
cluster:133638	302958
cluster:133638	405335
cluster:133638	405334
cluster:133638	287082
cluster:133638	287077
cluster:133638	287081
cluster:133639	304026
cluster:133639	406000
cluster:133640	304990
cluster:133641	309574
cluster:133641	258324
cluster:133642	406014
cluster:133642	258284
cluster:133642	309578
cluster:133643	100910500
cluster:133643	100910640
cluster:133643	258499
cluster:133643	315571
cluster:133644	258758
cluster:133644	364054
cluster:133645	259047
cluster:133645	390084
cluster:133645	365336
cluster:133646	365340
cluster:133646	258350
cluster:133647	366026
cluster:133647	258949
cluster:133648	258987
cluster:133648	366120
cluster:133649	366122
cluster:133649	258977
cluster:133649	258982
cluster:133650	258330
cluster:133650	257665
cluster:133650	366123
cluster:133650	100042690
cluster:133651	366152
cluster:133651	404790
cluster:133651	258737
cluster:133652	29846
cluster:133652	366362
cluster:133653	366843
cluster:133654	404313
cluster:133654	367060
cluster:133654	258871
cluster:133655	367061
cluster:133655	100912415
cluster:133655	100909423
cluster:133656	404793
cluster:133656	100909573
cluster:133656	258271
cluster:133657	228443
cluster:133657	404803
cluster:133658	404852
cluster:133659	404867
cluster:133659	258834
cluster:133660	404869
cluster:133660	259030
cluster:133661	405249
cluster:133661	404871
cluster:133662	404878
cluster:133662	390152
cluster:133663	404880
cluster:133664	404887
cluster:133664	259014
cluster:133665	257941
cluster:133665	404890
cluster:133666	404899
cluster:133666	100909894
cluster:133666	100910009
cluster:133667	404901
cluster:133667	100910049
cluster:133668	259042
cluster:133668	404961
cluster:133669	259009
cluster:133669	404968
cluster:133669	100909578
cluster:133670	404972
cluster:133670	259025
cluster:133671	404981
cluster:133671	258318
cluster:133672	404988
cluster:133672	258215
cluster:133673	258490
cluster:133673	404989
cluster:133674	405004
cluster:133674	259102
cluster:133675	258690
cluster:133675	405025
cluster:133676	258568
cluster:133676	405393
cluster:133676	405027
cluster:133677	405031
cluster:133677	258689
cluster:133678	405039
cluster:133678	258962
cluster:133679	405065
cluster:133679	258912
cluster:133680	259111
cluster:133680	405075
cluster:133681	100911064
cluster:133681	405081
cluster:133682	405085
cluster:133682	100910335
cluster:133682	100910445
cluster:133682	100910256
cluster:133682	100910041
cluster:133682	100910010
cluster:133683	100909993
cluster:133683	219865
cluster:133683	100910051
cluster:133683	100910199
cluster:133683	258741
cluster:133683	405086
cluster:133683	100910409
cluster:133683	100910402
cluster:133684	405088
cluster:133684	100910145
cluster:133685	405097
cluster:133686	405100
cluster:133686	102554388
cluster:133686	100912317
cluster:133687	258551
cluster:133687	405164
cluster:133688	405166
cluster:133688	258336
cluster:133689	405179
cluster:133689	258249
cluster:133690	258598
cluster:133690	405181
cluster:133691	405182
cluster:133692	405207
cluster:133693	258438
cluster:133693	405208
cluster:133693	405209
cluster:133694	405210
cluster:133694	258754
cluster:133695	100909831
cluster:133695	405252
cluster:133696	405261
cluster:133696	100909935
cluster:133697	405285
cluster:133698	405313
cluster:133698	100910543
cluster:133698	258242
cluster:133698	235248
cluster:133699	100911845
cluster:133699	405316
cluster:133699	100910899
cluster:133700	258366
cluster:133700	405329
cluster:133700	18346
cluster:133701	405332
cluster:133701	258989
cluster:133702	405345
cluster:133702	257872
cluster:133703	258277
cluster:133703	405353
cluster:133704	405372
cluster:133704	258436
cluster:133705	405939
cluster:133705	258835
cluster:133705	258111
cluster:133706	100912580
cluster:133706	405976
cluster:133707	100912371
cluster:133707	405977
cluster:133707	100909501
cluster:133708	405205
cluster:133708	406015
cluster:133709	22746
cluster:133712	408058
cluster:133712	100361920
cluster:133713	212281
cluster:133713	408068
cluster:133713	102551340
cluster:133713	100416706
cluster:133713	100287226
cluster:133718	4619
cluster:133718	17879
cluster:133718	287408
cluster:133720	256892
cluster:133720	684170
cluster:133720	365327
cluster:133721	405907
cluster:133721	258168
cluster:133721	258752
cluster:133721	259091
cluster:133722	100041077
cluster:133722	347710
cluster:133722	195555
cluster:133722	277666
cluster:133722	279185
cluster:133722	384077
cluster:133723	291340
cluster:133723	381350
cluster:133724	288808
cluster:133724	366798
cluster:133725	288831
cluster:133725	258545
cluster:133726	100043474
cluster:133726	284433
cluster:133726	299570
cluster:133727	366118
cluster:133727	258339
cluster:133727	258340
cluster:133728	258218
cluster:133728	405203
cluster:133728	294190
cluster:133728	258831
cluster:133728	26529
cluster:133729	501406
cluster:133729	212569
cluster:133729	163223
cluster:133731	368202
cluster:133732	14990
cluster:133732	24988
cluster:133736	414899
cluster:133738	425054
cluster:133739	219438
cluster:133739	258636
cluster:133740	9685
cluster:133740	216705
cluster:133740	360515
cluster:133742	215194
cluster:133742	687183
cluster:133742	65095
cluster:133743	231
cluster:133743	11677
cluster:133743	24192
cluster:133744	690675
cluster:133745	728378
cluster:133745	100361457
cluster:133745	445582
cluster:133751	102638382
cluster:133751	12859
cluster:133752	283106
cluster:133755	314224
cluster:133755	161291
cluster:133755	238257
cluster:133758	100912474
cluster:133758	404643
cluster:133759	304266
cluster:133759	2633
cluster:133763	294258
cluster:133765	20664
cluster:133765	6656
cluster:133765	100912302
cluster:133767	50688
cluster:133768	291091
cluster:133768	1992
cluster:133768	66222
cluster:133769	214112
cluster:133769	348938
cluster:133769	303070
cluster:133770	9092
cluster:133770	20227
cluster:133770	29678
cluster:133775	442809
cluster:133777	925
cluster:133777	12525
cluster:133777	24930
cluster:133778	7652
cluster:133779	17250
cluster:133779	24565
cluster:133779	4363
cluster:133782	16633
cluster:133782	494194
cluster:133783	8125
cluster:133784	290432
cluster:133784	646817
cluster:133785	15511
cluster:133786	100361388
cluster:133790	171459
cluster:133790	2813
cluster:133790	67133
cluster:133797	100364062
cluster:133800	691018
cluster:133800	66065
cluster:133800	51171
cluster:133801	114206
cluster:133801	7110
cluster:133801	232286
cluster:133802	54874
cluster:133803	287444
cluster:133803	1984
cluster:133803	276770
cluster:133804	406219
cluster:133804	681126
cluster:133805	100042023
cluster:133807	389524
cluster:133807	84163
cluster:133808	332396
cluster:133808	338567
cluster:133808	445371
cluster:133811	102551982
cluster:133811	387564
cluster:133812	73106
cluster:133812	408241
cluster:133812	400668
cluster:133813	135656
cluster:133813	406199
cluster:133813	268949
cluster:133815	5535
cluster:133815	29749
cluster:133815	19059
cluster:133816	114928
cluster:133816	100528062
cluster:133818	102548231
cluster:133818	7757
cluster:133818	70227
cluster:133819	665095
cluster:133819	100066
cluster:133819	502969
cluster:133820	195046
cluster:133820	360557
cluster:133822	313450
cluster:133822	69942
cluster:133823	20222
cluster:133824	7737
cluster:133824	314313
cluster:133824	66381
cluster:133825	258064
cluster:133825	391191
cluster:133825	216783
cluster:133825	258494
cluster:133833	70335
cluster:133833	362835
cluster:133833	92840
cluster:133836	29395
cluster:133836	498072
cluster:133836	498988
cluster:133836	498388
cluster:133838	391192
cluster:133839	391196
cluster:133840	301280
cluster:133842	20384
cluster:133842	29667
cluster:133852	54644
cluster:133852	363452
cluster:133861	361267
cluster:133861	70861
cluster:133862	321022
cluster:133862	102639170
cluster:133862	315970
cluster:133862	55573
cluster:133863	434434
cluster:133863	498828
cluster:133868	23168
cluster:133868	76246
cluster:133871	499522
cluster:133871	100040929
cluster:133871	100526842
cluster:133872	100911371
cluster:133872	100911337
cluster:133872	685085
cluster:133873	114630
cluster:133873	228033
cluster:133873	518
cluster:133875	54217
cluster:133875	100360439
cluster:133879	18103
cluster:133879	83782
cluster:133879	4831
cluster:133880	390078
cluster:133881	258549
cluster:133881	258150
cluster:133881	390326
cluster:133882	259021
cluster:133882	219473
cluster:133884	22759
cluster:133884	449000
cluster:133885	100359421
cluster:133885	333932
cluster:133885	260423
cluster:133886	258120
cluster:133886	441608
cluster:133886	687088
cluster:133887	442361
cluster:133888	687092
cluster:133888	258686
cluster:133888	219965
cluster:133889	117004
cluster:133889	390144
cluster:133889	686683
cluster:133890	403282
cluster:133890	258666
cluster:133891	343172
cluster:133891	257917
cluster:133892	360807
cluster:133892	208606
cluster:133893	122799
cluster:133893	6230
cluster:133893	75617
cluster:133894	4678
cluster:133894	50927
cluster:133894	298441
cluster:133895	123169
cluster:133895	235497
cluster:133895	300837
cluster:133896	304176
cluster:133896	100361713
cluster:133896	100362724
cluster:133897	390190
cluster:133898	282763
cluster:133899	258173
cluster:133899	194433
cluster:133900	232791
cluster:133900	4849
cluster:133900	308311
cluster:133907	1429
cluster:133907	362061
cluster:133907	12972
cluster:133910	474145
cluster:133910	297584
cluster:133911	292794
cluster:133911	2867
cluster:133911	233079
cluster:133914	22976
cluster:133916	100039350
cluster:133917	68337
cluster:133917	338401
cluster:133920	391722
cluster:133923	102552055
cluster:133923	10218
cluster:133923	654812
cluster:133929	55578
cluster:133930	375
cluster:133930	64310
cluster:133930	11840
cluster:133932	66234
cluster:133932	140910
cluster:133932	6307
cluster:133933	361684
cluster:133933	17955
cluster:133933	4676
cluster:133934	1781
cluster:133935	293303
cluster:133936	298724
cluster:133938	11475
cluster:133938	59
cluster:133938	81633
cluster:133942	307485
cluster:133942	24074
cluster:133942	6879
cluster:133944	103140
cluster:133948	57109
cluster:133948	311826
cluster:133948	227656
cluster:133950	158931
cluster:133950	594844
cluster:133950	66104
cluster:133951	51246
cluster:133951	66940
cluster:133951	301013
cluster:133956	310596
cluster:133956	310589
cluster:133956	310592
cluster:133956	100911679
cluster:133956	100911650
cluster:133956	689173
cluster:133956	100911153
cluster:133956	399673
cluster:133956	502549
cluster:133956	365851
cluster:133956	295199
cluster:133956	102548071
cluster:133956	502570
cluster:133956	502566
cluster:133956	295255
cluster:133956	365855
cluster:133956	502547
cluster:133957	7366
cluster:133957	29623
cluster:133972	342538
cluster:133974	287561
cluster:133974	20306
cluster:133975	290868
cluster:133975	97541
cluster:133976	100365525
cluster:133976	102550446
cluster:133976	678817
cluster:133976	385263
cluster:133976	102555809
cluster:133976	102549582
cluster:133976	102553614
cluster:133976	294892
cluster:133976	691044
cluster:133976	499607
cluster:133976	102554161
cluster:133976	688839
cluster:133976	102556298
cluster:133976	689629
cluster:133976	365791
cluster:133976	100910852
cluster:133976	625125
cluster:133976	680627
cluster:133976	295012
cluster:133976	102548017
cluster:133977	100910875
cluster:133977	302941
cluster:133978	306330
cluster:133978	16598
cluster:133978	10365
cluster:133979	25632
cluster:133979	360504
cluster:133981	6838
cluster:133981	303076
cluster:133981	20935
cluster:133984	108037
cluster:133984	6472
cluster:133984	299857
cluster:133986	23397
cluster:133986	215387
cluster:133998	276
cluster:133998	277
cluster:133998	278
cluster:133999	100360940
cluster:133999	288753
cluster:134000	289582
cluster:134000	81608
cluster:134001	361888
cluster:134001	100362980
cluster:134002	66151
cluster:134002	363004
cluster:134003	388561
cluster:134003	22709
cluster:134003	499056
cluster:134004	434179
cluster:134004	208111
cluster:134004	7561
cluster:134005	360891
cluster:134005	55740
cluster:134005	13800
cluster:134006	439921
cluster:134007	102546648
cluster:134007	210104
cluster:134012	221491
cluster:134013	441150
cluster:134014	233073
cluster:134014	361542
cluster:134015	450225
cluster:134016	100911800
cluster:134016	24986
cluster:134017	408234
cluster:134017	100910138
cluster:134017	69982
cluster:134018	3133
cluster:134018	667803
cluster:134018	15040
cluster:134018	294228
cluster:134019	494237
cluster:134019	494236
cluster:134019	494253
cluster:134020	494262
cluster:134020	100909399
cluster:134021	113856
cluster:134021	494275
cluster:134021	286892
cluster:134022	404286
cluster:134022	494284
cluster:134023	494296
cluster:134023	171261
cluster:134024	494301
cluster:134024	171191
cluster:134026	11024
cluster:134027	10990
cluster:134028	18733
cluster:134028	690955
cluster:134028	18726
cluster:134028	18722
cluster:134028	100038909
cluster:134028	18725
cluster:134028	11025
cluster:134028	100041146
cluster:134028	683463
cluster:134029	3106
cluster:134030	2527
cluster:134032	440567
cluster:134032	66576
cluster:134032	366448
cluster:134033	502908
cluster:134033	494210
cluster:134033	494203
cluster:134033	297666
cluster:134033	100911272
cluster:134034	171200
cluster:134034	494240
cluster:134034	494241
cluster:134035	293668
cluster:134035	100911841
cluster:134036	297592
cluster:134036	100911548
cluster:134037	60321
cluster:134037	297695
cluster:134037	51729
cluster:134038	304507
cluster:134038	100910735
cluster:134039	689679
cluster:134039	691414
cluster:134039	100360856
cluster:134039	690490
cluster:134039	689479
cluster:134039	361012
cluster:134039	681180
cluster:134039	301748
cluster:134039	501396
cluster:134039	302192
cluster:134039	360998
cluster:134039	316940
cluster:134039	102553649
cluster:134039	367620
cluster:134039	689268
cluster:134040	276742
cluster:134040	209517
cluster:134040	435207
cluster:134041	150297
cluster:134042	352999
cluster:134043	394263
cluster:134044	277753
cluster:134044	13118
cluster:134044	266674
cluster:134044	284541
cluster:134045	7169
cluster:134049	64369
cluster:134049	19012
cluster:134051	10772
cluster:134051	14105
cluster:134053	12864
cluster:134053	54322
cluster:134055	286911
cluster:134055	67373
cluster:134058	361990
cluster:134062	685560
cluster:134065	22668
cluster:134065	117855
cluster:134066	9906
cluster:134069	680575
cluster:134069	200916
cluster:134073	4103
cluster:134075	144983
cluster:134075	545091
cluster:134076	3118
cluster:134077	257875
cluster:134077	404328
cluster:134078	629524
cluster:134078	500927
cluster:134079	258022
cluster:134079	502660
cluster:134080	258892
cluster:134080	258374
cluster:134080	383243
cluster:134080	258094
cluster:134081	258113
cluster:134081	258295
cluster:134082	258265
cluster:134082	258159
cluster:134082	679789
cluster:134083	630952
cluster:134083	503844
cluster:134084	287606
cluster:134085	291078
cluster:134085	8899
cluster:134085	19134
cluster:134086	107701
cluster:134086	295270
cluster:134086	10262
cluster:134087	298648
cluster:134088	299620
cluster:134089	303090
cluster:134089	15944
cluster:134090	159119
cluster:134090	86614
cluster:134090	71066
cluster:134090	316409
cluster:134091	317385
cluster:134091	233908
cluster:134093	257963
cluster:134093	18358
cluster:134093	258521
cluster:134093	258519
cluster:134094	362251
cluster:134095	84081
cluster:134095	303346
cluster:134095	237859
cluster:134096	432769
cluster:134096	100909688
cluster:134097	100910979
cluster:134097	307415
cluster:134097	307414
cluster:134097	102549198
cluster:134097	100910934
cluster:134097	102555392
cluster:134102	13046
cluster:134102	362160
cluster:134103	66251
cluster:134103	26286
cluster:134103	503165
cluster:134107	100365199
cluster:134107	408190
cluster:134108	503835
cluster:134110	200232
cluster:134111	389898
cluster:134112	209588
cluster:134112	287885
cluster:134112	6398
cluster:134113	8353
cluster:134113	319152
cluster:134113	291159
cluster:134114	1646
cluster:134114	291283
cluster:134114	1645
cluster:134114	77337
cluster:134115	292458
cluster:134115	292456
cluster:134115	292461
cluster:134115	102548267
cluster:134115	56554
cluster:134115	102547056
cluster:134115	379043
cluster:134115	679825
cluster:134115	292450
cluster:134115	100910848
cluster:134116	209183
cluster:134116	299131
cluster:134117	171072
cluster:134117	316153
cluster:134117	100910057
cluster:134117	367201
cluster:134117	100910526
cluster:134118	60592
cluster:134118	364981
cluster:134118	56367
cluster:134119	56486
cluster:134119	11337
cluster:134119	58974
cluster:134124	312226
cluster:134124	243753
cluster:134126	432508
cluster:134126	11052
cluster:134126	299811
cluster:134137	440563
cluster:134137	343069
cluster:134138	388667
cluster:134139	389151
cluster:134140	440093
cluster:134140	667250
cluster:134141	442444
cluster:134142	244595
cluster:134142	679817
cluster:134143	304353
cluster:134143	680711
cluster:134143	498165
cluster:134143	381680
cluster:134144	432582
cluster:134144	360567
cluster:134144	101928991
cluster:134145	432720
cluster:134145	307096
cluster:134146	229574
cluster:134147	270118
cluster:134148	79459
cluster:134148	299052
cluster:134149	300284
cluster:134149	67574
cluster:134150	302845
cluster:134150	75352
cluster:134151	305240
cluster:134152	18828
cluster:134152	315883
cluster:134153	72554
cluster:134153	317579
cluster:134153	10813
cluster:134154	100911402
cluster:134154	361675
cluster:134155	361946
cluster:134155	56790
cluster:134156	100820829
cluster:134156	363091
cluster:134156	102371
cluster:134157	501421
cluster:134157	363337
cluster:134157	684084
cluster:134157	102555114
cluster:134157	302083
cluster:134157	501317
cluster:134157	367059
cluster:134157	100911291
cluster:134157	363324
cluster:134157	501467
cluster:134157	102547713
cluster:134157	102552540
cluster:134157	102547811
cluster:134157	691712
cluster:134157	685488
cluster:134157	679730
cluster:134157	679711
cluster:134157	681308
cluster:134157	681364
cluster:134157	102549548
cluster:134157	102550188
cluster:134157	102551050
cluster:134157	367516
cluster:134157	102554444
cluster:134157	689453
cluster:134157	685125
cluster:134157	685199
cluster:134157	690467
cluster:134157	685989
cluster:134157	685183
cluster:134157	100909409
cluster:134157	688649
cluster:134157	685226
cluster:134157	685291
cluster:134157	685160
cluster:134157	102550797
cluster:134158	70952
cluster:134158	364620
cluster:134159	367314
cluster:134166	388698
cluster:134170	117056
cluster:134170	100361558
cluster:134170	3021
cluster:134170	15081
cluster:134170	15078
cluster:134170	3020
cluster:134171	541610
cluster:134172	363767
cluster:134172	320712
cluster:134173	542767
cluster:134179	2321
cluster:134179	14254
cluster:134180	304971
cluster:134180	641376
cluster:134180	84134
cluster:134181	315133
cluster:134182	361208
cluster:134183	203569
cluster:134183	389860
cluster:134192	240894
cluster:134192	685365
cluster:134193	83884
cluster:134198	361436
cluster:134198	114896
cluster:134201	15270
cluster:134201	500987
cluster:134201	3014
cluster:134206	55854
cluster:134210	305858
cluster:134211	102632427
cluster:134217	20630
cluster:134217	361808
cluster:134225	100361240
cluster:134225	100529239
cluster:134226	19775
cluster:134226	9213
cluster:134226	289424
cluster:134227	102637056
cluster:134231	81670
cluster:134231	2875
cluster:134231	76282
cluster:134234	97122
cluster:134234	100912489
cluster:134234	8364
cluster:134235	64632
cluster:134236	200350
cluster:134239	85261
cluster:134240	686980
cluster:134244	27068
cluster:134244	74776
cluster:134244	310856
cluster:134245	100363268
cluster:134245	595136
cluster:134245	362588
cluster:134253	100911356
cluster:134253	19298
cluster:134253	5824
cluster:134253	102548286
cluster:134253	289233
cluster:134255	361346
cluster:134256	100911664
cluster:134256	498750
cluster:134261	293862
cluster:134261	100910130
cluster:134266	305373
cluster:134266	15354
cluster:134266	100912369
cluster:134268	56898
cluster:134268	295458
cluster:134268	69772
cluster:134269	114510
cluster:134275	203547
cluster:134276	345651
cluster:134276	238880
cluster:134276	294732
cluster:134277	26135
cluster:134277	66870
cluster:134278	630994
cluster:134278	545548
cluster:134278	69514
cluster:134278	69520
cluster:134283	9318
cluster:134286	145501
cluster:134288	306960
cluster:134288	29777
cluster:134288	30946
cluster:134294	4725
cluster:134302	93892
cluster:134302	56125
cluster:134302	307487
cluster:134303	680203
cluster:134303	93891
cluster:134303	56122
cluster:134304	170509
cluster:134304	100861540
cluster:134305	319164
cluster:134305	8330
cluster:134305	498753
cluster:134306	53609
cluster:134306	499390
cluster:134307	500113
cluster:134307	231932
cluster:134307	168537
cluster:134308	689770
cluster:134308	689757
cluster:134308	362445
cluster:134308	100910725
cluster:134308	689790
cluster:134308	500331
cluster:134308	113937
cluster:134309	22004
cluster:134309	500450
cluster:134310	501147
cluster:134310	73463
cluster:134311	234564
cluster:134311	501232
cluster:134312	501619
cluster:134312	102554790
